"BehaviorSpace results (NetLogo 6.0.4)"
"Sugarscape 1 Immediate Growback.nlogo"
"CW2"
"02/11/2019 11:56:07:966 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","visualization","initial-population","[step]","count turtles","mean [vision] of turtles","mean [metabolism] of turtles"
"1","color-agents-by-metabolism","50","56","30","3.7","2.2666666666666666"
"8","color-agents-by-metabolism","50","53","31","3.5161290322580645","2"
"3","color-agents-by-metabolism","50","45","36","3.5555555555555554","1.9444444444444444"
"2","color-agents-by-metabolism","50","32","37","3.3783783783783785","1.945945945945946"
"6","color-agents-by-metabolism","50","40","32","3.9375","2.0625"
"8","color-agents-by-metabolism","50","54","31","3.5161290322580645","2"
"4","color-agents-by-metabolism","50","31","36","3.888888888888889","2.2222222222222223"
"3","color-agents-by-metabolism","50","46","36","3.5555555555555554","1.9444444444444444"
"2","color-agents-by-metabolism","50","33","37","3.3783783783783785","1.945945945945946"
"6","color-agents-by-metabolism","50","41","32","3.9375","2.0625"
"8","color-agents-by-metabolism","50","55","31","3.5161290322580645","2"
"4","color-agents-by-metabolism","50","32","36","3.888888888888889","2.2222222222222223"
"3","color-agents-by-metabolism","50","47","36","3.5555555555555554","1.9444444444444444"
"8","color-agents-by-metabolism","50","56","31","3.5161290322580645","2"
"5","color-agents-by-metabolism","50","28","33","3.8181818181818183","1.878787878787879"
"2","color-agents-by-metabolism","50","34","37","3.3783783783783785","1.945945945945946"
"4","color-agents-by-metabolism","50","33","36","3.888888888888889","2.2222222222222223"
"7","color-agents-by-metabolism","50","31","32","3.84375","1.9375"
"3","color-agents-by-metabolism","50","48","36","3.5555555555555554","1.9444444444444444"
"5","color-agents-by-metabolism","50","29","33","3.8181818181818183","1.878787878787879"
"2","color-agents-by-metabolism","50","35","37","3.3783783783783785","1.945945945945946"
"7","color-agents-by-metabolism","50","32","32","3.84375","1.9375"
"4","color-agents-by-metabolism","50","34","36","3.888888888888889","2.2222222222222223"
"3","color-agents-by-metabolism","50","49","36","3.5555555555555554","1.9444444444444444"
"1","color-agents-by-metabolism","50","57","30","3.7","2.2666666666666666"
"3","color-agents-by-metabolism","50","50","36","3.5555555555555554","1.9444444444444444"
"2","color-agents-by-metabolism","50","36","37","3.3783783783783785","1.945945945945946"
"5","color-agents-by-metabolism","50","30","33","3.8181818181818183","1.878787878787879"
"1","color-agents-by-metabolism","50","58","30","3.7","2.2666666666666666"
"7","color-agents-by-metabolism","50","33","32","3.84375","1.9375"
"4","color-agents-by-metabolism","50","35","36","3.888888888888889","2.2222222222222223"
"3","color-agents-by-metabolism","50","51","36","3.5555555555555554","1.9444444444444444"
"2","color-agents-by-metabolism","50","37","37","3.3783783783783785","1.945945945945946"
"5","color-agents-by-metabolism","50","31","33","3.8181818181818183","1.878787878787879"
"1","color-agents-by-metabolism","50","59","30","3.7","2.2666666666666666"
"3","color-agents-by-metabolism","50","52","36","3.5555555555555554","1.9444444444444444"
"7","color-agents-by-metabolism","50","34","32","3.84375","1.9375"
"2","color-agents-by-metabolism","50","38","37","3.3783783783783785","1.945945945945946"
"5","color-agents-by-metabolism","50","32","33","3.8181818181818183","1.878787878787879"
"1","color-agents-by-metabolism","50","60","30","3.7","2.2666666666666666"
"4","color-agents-by-metabolism","50","36","36","3.888888888888889","2.2222222222222223"
"7","color-agents-by-metabolism","50","35","32","3.84375","1.9375"
"5","color-agents-by-metabolism","50","33","33","3.8181818181818183","1.878787878787879"
